,provider_name,address1,city,county,state_code,zip,national_drug_code,order_label,courses_available,geocoded_address,last_report_date,provider_status,:@computed_region_pqdx_y6mm,npi,address2,provider_note
740,KROGER PHARMACY 02400779,106 MARKET PLACE CIR,Georgetown,Scott,KY,40324,00006-5055-06,Lagevrio (molnupiravir),14.0,"{'type': 'Point', 'coordinates': [-84.56821, 38.18599]}",2022-10-03T00:00:00.000,ACTIVE,18.0,1891729612.0,,
741,WALGREENS STORE #09128,3700 NATIONAL RD E,Richmond,Wayne,IN,47374,00069-1101-20,Renal Paxlovid,10.0,"{'type': 'Point', 'coordinates': [-84.850945, 39.83159]}",2022-09-29T00:00:00.000,ACTIVE,15.0,1336227826.0,,
742,Rite Aid 04672,9062 ERIE ROAD,Angola,Erie,NY,14006,00006-5055-06,Lagevrio (molnupiravir),14.0,"{'type': 'Point', 'coordinates': [-79.04907, 42.638135]}",2022-10-03T00:00:00.000,ACTIVE,33.0,1366551814.0,,
743,Rite Aid 02666,277 FAIRFIELD AVE.,Waterbury,New Haven,CT,6708,00069-1085-30,Paxlovid,28.0,"{'type': 'Point', 'coordinates': [-73.059305, 41.535205]}",2022-10-03T00:00:00.000,ACTIVE,7.0,1467561845.0,,
744,RWJBH SAINT BARNABAS MEDICAL CENTER,94 OLD SHORT HILLS RD,Livingston,Essex,NJ,7039,00310-7442-02,Evusheld,49.0,"{'type': 'Point', 'coordinates': [-74.30411, 40.760040000000004]}",2022-10-03T00:00:00.000,ACTIVE,31.0,1396857488.0,ATTN INPATIENT PHARMACY,
745,CVS Store #10371,1040 WEST CHESTER PIKE,West Chester,Chester,PA,19382,00069-1101-20,Renal Paxlovid,9.0,"{'type': 'Point', 'coordinates': [-75.57719, 39.96734]}",2022-09-30T00:00:00.000,ACTIVE,39.0,1548641178.0,CVS Pharmacy,
746,CVS Store #00810,188 CENTRAL ST.,Leominster,Worcester,MA,1453,00069-1085-30,Paxlovid,33.0,"{'type': 'Point', 'coordinates': [-71.7577, 42.518845]}",2022-09-30T00:00:00.000,ACTIVE,22.0,1619076072.0,CVS Pharmacy,
747,Rite Aid 11148,120 SOUTH MILL ROAD,Kennett Square,Chester,PA,19348,00069-1101-20,Renal Paxlovid,7.0,"{'type': 'Point', 'coordinates': [-75.72092, 39.84492]}",2022-10-03T00:00:00.000,ACTIVE,39.0,1144329400.0,,
748,CVS STORE #17002,7601 KINGERY HWY,Willowbrook,Du Page,IL,60527,00006-5055-06,Lagevrio (molnupiravir),9.0,"{'type': 'Point', 'coordinates': [-87.94318, 41.74993]}",2022-09-30T00:00:00.000,ACTIVE,14.0,1144242850.0,CVS Pharmacy,
749,CVS Store #17393,5057 HARVEY ST,Muskegon,Muskegon,MI,49444,00069-1101-20,Renal Paxlovid,11.0,"{'type': 'Point', 'coordinates': [-86.20853, 43.16077]}",2022-09-30T00:00:00.000,ACTIVE,23.0,1417141482.0,CVS Pharmacy,
750,SMITHS PHARMACY 70600385,2211 N RAMPART,Las Vegas,Clark,NV,89128,00069-1101-20,Renal Paxlovid,3.0,"{'type': 'Point', 'coordinates': [-115.28317, 36.201235]}",2022-10-03T00:00:00.000,ACTIVE,29.0,1124043740.0,,
751,Walmart Pharmacy #378,427 S. Arizona Ave.,Holton,Jackson,KS,66436,00006-5055-06,Lagevrio (molnupiravir),18.0,"{'type': 'Point', 'coordinates': [-95.75043, 39.45661]}",2022-10-03T00:00:00.000,ACTIVE,17.0,1851318380.0,,
752,CVS Store #10816,1749 W. WALNUT ST.,Rogers,Benton,AR,72756,00069-1085-30,Paxlovid,44.0,"{'type': 'Point', 'coordinates': [-94.143237, 36.33447]}",2022-09-30T00:00:00.000,ACTIVE,4.0,1437609369.0,CVS Pharmacy,
753,Stop and Shop Store # 6,"829 WORCESTER STREET, RTE 9",Natick,Middlesex,MA,1760,00006-5055-06,Lagevrio (molnupiravir),22.0,"{'type': 'Point', 'coordinates': [-71.3581, 42.30122]}",2022-10-03T00:00:00.000,ACTIVE,22.0,1225042112.0,,
754,WALGREENS STORE #19985,1665 MINERAL SPRING AVE,North Providence,Providence,RI,2904,00069-1101-20,Renal Paxlovid,10.0,"{'type': 'Point', 'coordinates': [-71.452395, 41.864195]}",2022-09-29T00:00:00.000,ACTIVE,40.0,1073036844.0,,
755,Rite Aid 10960,601 WEST PIKE STREET,Canonsburg,Washington,PA,15317,00069-1101-20,Renal Paxlovid,3.0,"{'type': 'Point', 'coordinates': [-80.203807, 40.256885]}",2022-10-03T00:00:00.000,ACTIVE,39.0,1992804173.0,,
756,Rite Aid 03697,543 CENTRAL AVENUE,East Orange,Essex,NJ,7018,00069-1101-20,Renal Paxlovid,5.0,"{'type': 'Point', 'coordinates': [-74.22286, 40.75985]}",2022-10-03T00:00:00.000,ACTIVE,31.0,1376653048.0,,
757,Walmart Pharmacy #544,5401 TINKER DIAGONAL,Oklahoma City,Oklahoma,OK,73115,00006-5055-06,Lagevrio (molnupiravir),30.0,"{'type': 'Point', 'coordinates': [-97.425585, 35.448325]}",2022-10-03T00:00:00.000,ACTIVE,37.0,1225055338.0,,
758,PEACEHEALTH UNITED GENERAL MEDIAL C,2000 HOSPITAL DRIVE,Sedro Woolley,Skagit,WA,98284,00310-7442-02,Evusheld,8.0,"{'type': 'Point', 'coordinates': [-122.276405, 48.495975]}",2022-09-21T00:00:00.000,ACTIVE,48.0,1033285010.0,,
759,SMITHS PHARMACY 70600389,1341 N HWY 395,Gardnerville,Douglas,NV,89410,00006-5055-06,Lagevrio (molnupiravir),14.0,"{'type': 'Point', 'coordinates': [-119.74066, 38.9369]}",2022-10-03T00:00:00.000,ACTIVE,29.0,1942225560.0,,
760,Rite Aid 10510,149 MAIN STREET,Manasquan,Monmouth,NJ,8736,00069-1101-20,Renal Paxlovid,4.0,"{'type': 'Point', 'coordinates': [-74.050639, 40.12283]}",2022-10-03T00:00:00.000,ACTIVE,31.0,1811096035.0,,
761,CVS Store #05684,348 WEST PINE ST.,Jesup,Wayne,GA,31545,00069-1101-20,Renal Paxlovid,8.0,"{'type': 'Point', 'coordinates': [-81.88312, 31.60994]}",2022-09-30T00:00:00.000,ACTIVE,11.0,1619070455.0,CVS Pharmacy,
762,Walmart Pharmacy #2284,1100 New Haven Rd,Naugatuck,New Haven,CT,6770,00069-1085-30,Paxlovid,33.0,"{'type': 'Point', 'coordinates': [-73.02885, 41.470785]}",2022-10-03T00:00:00.000,ACTIVE,7.0,1437176724.0,,
763,SMITHS PHARMACY 70600042,633 S MAIN ST,Cedar City,Iron,UT,84720,00006-5055-06,Lagevrio (molnupiravir),15.0,"{'type': 'Point', 'coordinates': [-113.06225, 37.66622]}",2022-10-03T00:00:00.000,ACTIVE,45.0,1750306387.0,,
764,WALGREENS STORE #15790,191 W MAIN ST,Ashdown,Little River,AR,71822,00069-1085-30,Paxlovid,29.0,"{'type': 'Point', 'coordinates': [-94.13253, 33.67322]}",2022-09-29T00:00:00.000,ACTIVE,4.0,1821083619.0,,
765,WALGREENS STORE #02474,3000 VISTA BLVD,Sparks,Washoe,NV,89436,00069-1085-30,Paxlovid,86.0,"{'type': 'Point', 'coordinates': [-119.704745, 39.55893]}",2022-09-29T00:00:00.000,ACTIVE,29.0,1467467449.0,,
766,Walmart Pharmacy #2314,94-595 KUPUOHI ST,Waipahu,Honolulu,HI,96797,00069-1085-30,Paxlovid,16.0,"{'type': 'Point', 'coordinates': [-158.03459, 21.39113]}",2022-10-03T00:00:00.000,ACTIVE,12.0,1639196983.0,,
767,WALGREENS STORE #07064,9409 SHELBYVILLE RD,Louisville,Jefferson,KY,40222,00006-5055-06,Lagevrio (molnupiravir),68.0,"{'type': 'Point', 'coordinates': [-85.57821, 38.24719]}",2022-09-29T00:00:00.000,ACTIVE,18.0,1245246784.0,STE 10,
768,WALGREENS STORE #07411,3200 VOLLMER RD,Olympia Fields,Cook,IL,60461,00006-5055-06,Lagevrio (molnupiravir),67.0,"{'type': 'Point', 'coordinates': [-87.694455, 41.52734]}",2022-09-29T00:00:00.000,ACTIVE,14.0,1740295955.0,,
769,WALGREENS STORE #17298,835 PARK AVE,Bloomfield,Hartford,CT,6002,00069-1101-20,Renal Paxlovid,5.0,"{'type': 'Point', 'coordinates': [-72.73741, 41.830954]}",2022-09-29T00:00:00.000,ACTIVE,7.0,1336662345.0,,
770,OSCO PHARMACY,95 WASHINGTON ST,Canton,Norfolk,MA,2021,00069-1085-30,Paxlovid,2.0,"{'type': 'Point', 'coordinates': [-71.14796, 42.139935]}",2022-10-03T00:00:00.000,ACTIVE,22.0,1558318097.0,,
771,WALGREENS STORE #15613,101 BESSEMER SUPER HWY,Midfield,Jefferson,AL,35228,00069-1085-30,Paxlovid,3.0,"{'type': 'Point', 'coordinates': [-86.912335, 33.463315]}",2022-09-29T00:00:00.000,ACTIVE,1.0,1487052692.0,,
772,CVS Store #04165,371 ASHEVILLE HIGHWAY,Brevard,Transylvania,NC,28712,00069-1101-20,Renal Paxlovid,13.0,"{'type': 'Point', 'coordinates': [-82.72328, 35.24741]}",2022-09-30T00:00:00.000,ACTIVE,34.0,1326141185.0,CVS Pharmacy,
773,KROGER PHARMACY 01600901,919 E STATE ST,Athens,Athens,OH,45701,00006-5055-06,Lagevrio (molnupiravir),14.0,"{'type': 'Point', 'coordinates': [-82.06895, 39.33669]}",2022-10-03T00:00:00.000,ACTIVE,36.0,1811086507.0,,
774,CLINIC PHARMACY SOUTH,3959 US Highway 431 South,Beechmont,Muhlenberg,KY,42323,00006-5055-06,Lagevrio (molnupiravir),24.0,"{'type': 'Point', 'coordinates': [-87.033232, 37.16423]}",2022-10-03T00:00:00.000,ACTIVE,18.0,1063553345.0,,
775,WALGREENS STORE #04613,4855 N MAIN ST,Dayton,Montgomery,OH,45405,00006-5055-06,Lagevrio (molnupiravir),71.0,"{'type': 'Point', 'coordinates': [-84.22875, 39.81229]}",2022-09-29T00:00:00.000,ACTIVE,36.0,1972518991.0,,
776,WALGREENS STORE #19426,724 GLEN ST,Queensbury,Warren,NY,12804,00006-5055-06,Lagevrio (molnupiravir),44.0,"{'type': 'Point', 'coordinates': [-73.66773, 43.328305]}",2022-09-29T00:00:00.000,ACTIVE,33.0,1295259083.0,,
777,The Giant Company Store # 6117,10 NEWPORT ROAD,Leola,Lancaster,PA,17540,00069-1101-20,Renal Paxlovid,4.0,"{'type': 'Point', 'coordinates': [-76.19135, 40.08626]}",2022-10-03T00:00:00.000,ACTIVE,39.0,1457383465.0,,
778,WALGREENS STORE #12646,329 N SANDHILL BLVD,Mesquite,Clark,NV,89027,00069-1085-30,Paxlovid,23.0,"{'type': 'Point', 'coordinates': [-114.065075, 36.808725]}",2022-09-29T00:00:00.000,ACTIVE,29.0,1184896185.0,,
779,CVS STORE #16658,621 W EDGAR RD,Linden,Union,NJ,7036,00069-1101-20,Renal Paxlovid,5.0,"{'type': 'Point', 'coordinates': [-74.24867, 40.62039]}",2022-09-30T00:00:00.000,ACTIVE,31.0,1568484178.0,CVS Pharmacy,
780,WALGREENS STORE #09493,2351 S TOWNSEND AVE,Montrose,Montrose,CO,81401,00006-5055-06,Lagevrio (molnupiravir),64.0,"{'type': 'Point', 'coordinates': [-107.865312, 38.46042]}",2022-09-29T00:00:00.000,ACTIVE,6.0,1114932464.0,,
781,KING SOOPERS PHARMACY 62000090,1725 SHERIDAN BLVD,Denver,Jefferson,CO,80214,00006-5055-06,Lagevrio (molnupiravir),20.0,"{'type': 'Point', 'coordinates': [-105.055955, 39.74494]}",2022-10-03T00:00:00.000,ACTIVE,6.0,1780629600.0,,
782,CVS STORE #17257,1800 ORCHARD GATEWAY BLVD,North Aurora,Kane,IL,60542,00006-5055-06,Lagevrio (molnupiravir),23.0,"{'type': 'Point', 'coordinates': [-88.36541, 41.7975]}",2022-09-30T00:00:00.000,ACTIVE,14.0,1487736625.0,CVS Pharmacy,
783,WALGREENS STORE #03192,649 W MAIN ST,Waterbury,New Haven,CT,6702,00069-1085-30,Paxlovid,64.0,"{'type': 'Point', 'coordinates': [-73.05094, 41.55779]}",2022-09-29T00:00:00.000,ACTIVE,7.0,1548275894.0,,
784,Walmart Pharmacy #209,1516 N 18th St,Ozark,Franklin,AR,72949,00069-1085-30,Paxlovid,40.0,"{'type': 'Point', 'coordinates': [-93.84385, 35.50374]}",2022-10-03T00:00:00.000,ACTIVE,4.0,1326065715.0,,
785,CVS Store #01230,151 N MAIN ST,Belchertown,Hampshire,MA,1007,00006-5055-06,Lagevrio (molnupiravir),40.0,"{'type': 'Point', 'coordinates': [-72.40693, 42.28916]}",2022-09-30T00:00:00.000,ACTIVE,22.0,1396845723.0,CRYSTAL SPRINGS PLAZA,
786,Hannaford Brothers Store # 8396,3333 CONSAUL RD.,Niskayuna,Schenectady,NY,12309,00006-5055-06,Lagevrio (molnupiravir),20.0,"{'type': 'Point', 'coordinates': [-73.89114000000001, 42.78335]}",2022-10-03T00:00:00.000,ACTIVE,33.0,1316055791.0,,
787,WALGREENS STORE #19694,11088 QUEENS BLVD,Forest Hills,Queens,NY,11375,00006-5055-06,Lagevrio (molnupiravir),141.0,"{'type': 'Point', 'coordinates': [-73.838065, 40.71843]}",2022-09-29T00:00:00.000,ACTIVE,33.0,1730605411.0,,
788,Rite Aid 05415,10600 W FAIRVIEW AVE,Boise,Ada,ID,83713,00069-1085-30,Paxlovid,40.0,"{'type': 'Point', 'coordinates': [-116.31502, 43.62004]}",2022-10-03T00:00:00.000,ACTIVE,13.0,1427167964.0,,
789,EASYRX AT HOLY REDEEMER HOSP,1648 HUNTINGDON PIKE #ROOM 0255,Meadowbrook,Montgomery,PA,19046,00069-1101-20,Renal Paxlovid,15.0,"{'type': 'Point', 'coordinates': [-75.08255, 40.10827]}",2022-10-03T00:00:00.000,ACTIVE,39.0,1699282772.0,,
790,WALGREENS STORE #07031,9240 ROCKVILLE RD,Indianapolis,Marion,IN,46234,00069-1085-30,Paxlovid,35.0,"{'type': 'Point', 'coordinates': [-86.32616, 39.76433]}",2022-09-29T00:00:00.000,ACTIVE,15.0,1972518017.0,,
791,WALGREENS STORE #21316,6401 BROADWAY AVE,Cleveland,Cuyahoga,OH,44105,00006-5055-06,Lagevrio (molnupiravir),24.0,"{'type': 'Point', 'coordinates': [-81.64513, 41.46263]}",2022-09-29T00:00:00.000,ACTIVE,36.0,1225043235.0,,
792,COMANCHE COUNTY MEMORIAL HOSPITAL,3401 W GORE BLVD,Lawton,Comanche,OK,73505,00006-5055-06,Lagevrio (molnupiravir),204.0,"{'type': 'Point', 'coordinates': [-98.43663, 34.60899]}",2022-09-29T00:00:00.000,ACTIVE,37.0,1952952566.0,,
793,WALGREENS STORE #12283,300 E CORNWALLIS DR,Greensboro,Guilford,NC,27408,00069-1101-20,Renal Paxlovid,13.0,"{'type': 'Point', 'coordinates': [-79.78522, 36.101885]}",2022-09-29T00:00:00.000,ACTIVE,34.0,1083845259.0,,
794,Walmart Pharmacy #3601,4700 135TH ST,Crestwood,Cook,IL,60418,00006-5055-06,Lagevrio (molnupiravir),44.0,"{'type': 'Point', 'coordinates': [-87.73509, 41.64815]}",2022-10-03T00:00:00.000,ACTIVE,14.0,1437177854.0,,
795,BATTS DRUG COMPANY INC,115 Commerce Street,Hawkinsville,Pulaski,GA,31036,00069-1085-30,Paxlovid,21.0,"{'type': 'Point', 'coordinates': [-83.46772, 32.283]}",2022-10-03T00:00:00.000,ACTIVE,11.0,1821182239.0,,
796,HY-VEE PHARMACY (1190),315 Hwy 69 N,Forest City,Winnebago,IA,50436,00069-1101-20,Renal Paxlovid,6.0,"{'type': 'Point', 'coordinates': [-93.63056, 43.26676]}",2022-10-03T00:00:00.000,ACTIVE,16.0,1154886216.0,,
797,Rite Aid 01780,1516 JEFFERSON AVENUE,Windber,Somerset,PA,15963,00069-1101-20,Renal Paxlovid,8.0,"{'type': 'Point', 'coordinates': [-78.83116, 40.23434]}",2022-10-03T00:00:00.000,ACTIVE,39.0,1497844146.0,,
798,CVS Store #02512,17850 NORTH PENNSYLVANIA AVE.,Edmond,Stephens,OK,73012,00069-1101-20,Renal Paxlovid,12.0,"{'type': 'Point', 'coordinates': [-97.54885, 35.65262]}",2022-09-30T00:00:00.000,ACTIVE,37.0,1114347622.0,CVS Pharmacy,
799,WALGREENS STORE #04146,1 N ELMHURST RD,Prospect Heights,Cook,IL,60070,00006-5055-06,Lagevrio (molnupiravir),11.0,"{'type': 'Point', 'coordinates': [-87.936279, 42.09595]}",2022-09-29T00:00:00.000,ACTIVE,14.0,1336154558.0,,
800,WALGREENS STORE #05648,700 12TH AVE S,Nampa,Canyon,ID,83651,00069-1085-30,Paxlovid,8.0,"{'type': 'Point', 'coordinates': [-116.565525, 43.573605]}",2022-09-26T00:00:00.000,ACTIVE,13.0,1417962531.0,,
801,Walmart Pharmacy #2940,5251 Cypress St,West Monroe,Ouachita,LA,71291,00006-5055-06,Lagevrio (molnupiravir),23.0,"{'type': 'Point', 'coordinates': [-92.18985, 32.51567]}",2022-10-03T00:00:00.000,ACTIVE,19.0,1427455500.0,,
802,CVS Store #06024,1100 E. LINDSEY ST.,Norman,Cleveland,OK,73071,00006-5055-06,Lagevrio (molnupiravir),28.0,"{'type': 'Point', 'coordinates': [-97.424337, 35.20342]}",2022-09-30T00:00:00.000,ACTIVE,37.0,1215031042.0,CVS Pharmacy,
803,WALGREENS STORE #15623,5586 W 6200 S,Kearns,Salt Lake,UT,84118,00006-5055-06,Lagevrio (molnupiravir),72.0,"{'type': 'Point', 'coordinates': [-112.0233, 40.63966]}",2022-09-29T00:00:00.000,ACTIVE,45.0,1942627542.0,,
804,WALGREENS STORE #15714,500 S UNIVERSITY,Little Rock,Pulaski,AR,72205,00069-1085-30,Paxlovid,31.0,"{'type': 'Point', 'coordinates': [-92.34287, 34.74758]}",2022-09-29T00:00:00.000,ACTIVE,4.0,1639252257.0,,
805,ARH WHITESBURG ARH HOSPITAL,240 Hospital Road,Whitesburg,Letcher,KY,41858,00002-7589-01,Bebtelovimab,39.0,"{'type': 'Point', 'coordinates': [-82.81315, 37.11382]}",2022-10-03T00:00:00.000,ACTIVE,18.0,1194723726.0,,
806,KROGER PHARMACY 01400901,3158 DIXIE HWY,Erlanger,Kenton,KY,41018,00006-5055-06,Lagevrio (molnupiravir),20.0,"{'type': 'Point', 'coordinates': [-84.593835, 39.02137]}",2022-10-03T00:00:00.000,ACTIVE,18.0,1003840828.0,,
807,CVS Store #05384,133 MARKETPLACE DRIVE,Sanford,Lee,NC,27332,00069-1101-20,Renal Paxlovid,8.0,"{'type': 'Point', 'coordinates': [-79.21819, 35.43653]}",2022-09-30T00:00:00.000,ACTIVE,34.0,1861595209.0,CVS Pharmacy,
808,Walmart Pharmacy #2893,121 Peter Pan Rd,Independence,Montgomery,KS,67301,00006-5055-06,Lagevrio (molnupiravir),10.0,"{'type': 'Point', 'coordinates': [-95.74336, 37.223445]}",2022-10-03T00:00:00.000,ACTIVE,17.0,1659398071.0,,
809,CVS Store #00684,7930 MADISON AVE.,Indianapolis,Marion,IN,46227,00069-1085-30,Paxlovid,27.0,"{'type': 'Point', 'coordinates': [-86.12316, 39.65074]}",2022-09-30T00:00:00.000,ACTIVE,15.0,1326145814.0,CVS Pharmacy,
810,OSDH Warehouse,7725 W. Reno Ave,Oklahoma City,Oklahoma,OK,73127,00069-1101-20,Renal Paxlovid,310.0,"{'type': 'Point', 'coordinates': [-97.64854, 35.466715]}",2022-10-04T00:00:00.000,ACTIVE,37.0,,Dock 8,
811,ELKHART GENERAL HOSPITAL,600 EAST BOULEVARD,Elkhart,Elkhart,IN,46514,00069-1101-20,Renal Paxlovid,8.0,"{'type': 'Point', 'coordinates': [-85.99395, 41.67976]}",2022-10-03T00:00:00.000,ACTIVE,15.0,,ATTN: Inpatient Pharmacy,
812,WALGREENS STORE #10256,1140 N MAIN ST,Providence,Providence,RI,2904,00069-1101-20,Renal Paxlovid,12.0,"{'type': 'Point', 'coordinates': [-71.40262, 41.85183]}",2022-09-29T00:00:00.000,ACTIVE,40.0,1184811044.0,,
813,CVS Store #16719,2929 WATSON BLVD,Warner Robins,Houston,GA,31093,00069-1101-20,Renal Paxlovid,5.0,"{'type': 'Point', 'coordinates': [-83.68582, 32.61649]}",2022-09-30T00:00:00.000,ACTIVE,11.0,1407878291.0,CVS Pharmacy,
814,Walmart Pharmacy #3247,1819 E Geneva St,Delavan,Walworth,WI,53115,00006-5055-06,Lagevrio (molnupiravir),6.0,"{'type': 'Point', 'coordinates': [-88.61285, 42.63023]}",2022-10-03T00:00:00.000,ACTIVE,50.0,1790702868.0,,
815,EXETER HOSPITAL,5 ALUMNI DR,Exeter,Rockingham,NH,3833,00310-7442-02,Evusheld,26.0,"{'type': 'Point', 'coordinates': [-70.93674, 42.9843]}",2022-09-29T00:00:00.000,ACTIVE,30.0,1437158433.0,,
816,WALGREENS STORE #03857,3488 MAIN ST,Buffalo,Erie,NY,14214,00006-5055-06,Lagevrio (molnupiravir),44.0,"{'type': 'Point', 'coordinates': [-78.81961, 42.95769]}",2022-09-29T00:00:00.000,ACTIVE,33.0,1982619052.0,,
817,WALGREENS STORE #11994,2225 E WALNUT AVE,Dalton,Whitfield,GA,30721,00069-1101-20,Renal Paxlovid,15.0,"{'type': 'Point', 'coordinates': [-84.93196, 34.76286]}",2022-09-29T00:00:00.000,ACTIVE,11.0,1699935247.0,,
818,WALGREENS STORE #19539,10 EAST AVE,Albion,Orleans,NY,14411,00006-5055-06,Lagevrio (molnupiravir),34.0,"{'type': 'Point', 'coordinates': [-78.1932, 43.240605]}",2022-09-29T00:00:00.000,ACTIVE,33.0,1184149700.0,,
819,WALGREENS STORE #12075,926 S BROADWAY ST,Georgetown,Scott,KY,40324,00006-5055-06,Lagevrio (molnupiravir),30.0,"{'type': 'Point', 'coordinates': [-84.56126, 38.191535]}",2022-09-29T00:00:00.000,ACTIVE,18.0,1730412362.0,,
820,A PLUS FAM HEALTHCARE BROWNSVILLE,210 S Main St Ste 101,Brownsville,Edmonson,KY,42210,00006-5055-06,Lagevrio (molnupiravir),99.0,"{'type': 'Point', 'coordinates': [-86.26467, 37.19123]}",2022-09-22T00:00:00.000,ACTIVE,18.0,1114442191.0,,
821,SMITHS PHARMACY 70600371,8555 W SAHARA AVE,Las Vegas,Clark,NV,89117,00006-5055-06,Lagevrio (molnupiravir),20.0,"{'type': 'Point', 'coordinates': [-115.27744, 36.14288]}",2022-10-03T00:00:00.000,ACTIVE,29.0,1760407381.0,,
822,Rite Aid 10389,125 DANBURY ROAD.,Ridgefield,Fairfield,CT,6877,00069-1101-20,Renal Paxlovid,3.0,"{'type': 'Point', 'coordinates': [-73.49496, 41.29432]}",2022-10-03T00:00:00.000,ACTIVE,7.0,1356440671.0,,
823,CVS Store #17210,655 CHESHIRE RD,Lanesborough,Berkshire,MA,1237,00006-5055-06,Lagevrio (molnupiravir),23.0,"{'type': 'Point', 'coordinates': [-73.20797, 42.49218]}",2022-09-30T00:00:00.000,ACTIVE,22.0,1326061607.0,CVS Pharmacy,
824,East Jordan Family Health Center,601 Bridge Street,East Jordan,Charlevoix,MI,49727,00069-1101-20,Renal Paxlovid,6.0,"{'type': 'Point', 'coordinates': [-85.115385, 45.1518]}",2022-10-03T00:00:00.000,ACTIVE,23.0,1326038688.0,,
825,CVS Store #06536,2340 W SYCAMORE ST.,Kokomo,Howard,IN,46901,00069-1101-20,Renal Paxlovid,5.0,"{'type': 'Point', 'coordinates': [-86.164505, 40.48817]}",2022-09-30T00:00:00.000,ACTIVE,15.0,1518060953.0,CVS Pharmacy,
826,HANCOCK PHARMACY AND SURGICAL INC.,840 EAST MAIN ST. STE A,Meriden,New Haven,CT,6450,00069-1101-20,Renal Paxlovid,7.0,"{'type': 'Point', 'coordinates': [-72.77509, 41.52867]}",2022-09-27T00:00:00.000,ACTIVE,7.0,1316412539.0,,
827,ALLIANCE COMMUNITY PHARMACY,2409 BOX BUTTE AVENUE,Alliance,Box Butte,NE,69301,00069-1101-20,Renal Paxlovid,9.0,"{'type': 'Point', 'coordinates': [-102.871481, 42.118128]}",2022-09-13T00:00:00.000,UNKNOWN INVENTORY,28.0,1073001244.0,,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
828,WALGREENS STORE #07021,18620 E ILIFF AVE,Aurora,Arapahoe,CO,80013,00006-5055-06,Lagevrio (molnupiravir),21.0,"{'type': 'Point', 'coordinates': [-104.771347, 39.67658]}",2022-09-29T00:00:00.000,ACTIVE,6.0,1104832583.0,,
829,WALGREENS STORE #11089,5500 RED ROCK LN,Lincoln,Lancaster,NE,68516,00069-1101-20,Renal Paxlovid,1.0,"{'type': 'Point', 'coordinates': [-96.645092, 40.73891]}",2022-09-29T00:00:00.000,ACTIVE,28.0,1790994879.0,,
830,WALGREENS STORE #13832,4339 DI PAOLO CTR,Glenview,Cook,IL,60025,00006-5055-06,Lagevrio (molnupiravir),24.0,"{'type': 'Point', 'coordinates': [-87.86142, 42.06763]}",2022-09-29T00:00:00.000,ACTIVE,14.0,1518982180.0,,
831,CITY MARKET PHARMACY 62500426,72 BEAVER CREEK PL,Avon,Eagle,CO,81620,00006-5055-06,Lagevrio (molnupiravir),35.0,"{'type': 'Point', 'coordinates': [-106.517935, 39.63388]}",2022-10-03T00:00:00.000,ACTIVE,6.0,1003842576.0,,
832,OMNICARE OF HENDERSON #48256,1900 Highway 41 North Unit 4,Henderson,Henderson,KY,42420,00006-5055-06,Lagevrio (molnupiravir),19.0,"{'type': 'Point', 'coordinates': [-87.57312, 37.86215]}",2022-09-30T00:00:00.000,ACTIVE,18.0,1255378543.0,,
833,THE MEDICINE SHOPPE PHARMACY #1436,2701 PATTON ROAD,Huntsville,Madison,AL,35805,00069-1085-30,Paxlovid,17.0,"{'type': 'Point', 'coordinates': [-86.625961, 34.71183]}",2022-08-30T00:00:00.000,UNKNOWN INVENTORY,1.0,1336534379.0,SUITE E,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
834,Piedmont Healthcare Statesville,1525 Davie Avenue,Statesville,Iredell,NC,28677,00310-7442-02,Evusheld,46.0,"{'type': 'Point', 'coordinates': [-80.867135, 35.79932]}",2022-09-14T00:00:00.000,UNKNOWN INVENTORY,34.0,,,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
835,CVS Store #13019,218 MYRTLE AVE.,Brooklyn,Kings,NY,11201,00006-5055-06,Lagevrio (molnupiravir),22.0,"{'type': 'Point', 'coordinates': [-73.97962, 40.693345]}",2022-09-30T00:00:00.000,ACTIVE,33.0,1609167972.0,CVS Pharmacy,
836,CVS Store #04864,105 INVERNESS PLAZA HWY 280,Birmingham,Shelby,AL,35242,00069-1085-30,Paxlovid,45.0,"{'type': 'Point', 'coordinates': [-86.69561, 33.41938]}",2022-09-30T00:00:00.000,ACTIVE,1.0,1225131956.0,CVS Pharmacy,
837,Walmart Pharmacy #425,10675 Highway 5,Brent,Bibb,AL,35034,00069-1085-30,Paxlovid,28.0,"{'type': 'Point', 'coordinates': [-87.16933, 32.9619]}",2022-10-03T00:00:00.000,ACTIVE,1.0,1497773816.0,,
838,Walmart Pharmacy #1065,2400 N Hervey St,Hope,Hempstead,AR,71801,00069-1085-30,Paxlovid,10.0,"{'type': 'Point', 'coordinates': [-93.61453, 33.681225]}",2022-10-03T00:00:00.000,ACTIVE,4.0,1144247537.0,,
839,CVS Store #08301,940 LAPEER AVE.,Port Huron,Saint Clair,MI,48060,00069-1101-20,Renal Paxlovid,18.0,"{'type': 'Point', 'coordinates': [-82.432447, 42.97573]}",2022-09-30T00:00:00.000,ACTIVE,23.0,1346349644.0,CVS Pharmacy,
